QRF Pct in range,QRF Avg length,Runtime
90.77669902912622,0.5024086797521211,15.788865305999934
91.2621359223301,0.5167341856480078,15.603620496000076
95.14563106796116,0.5153087949984653,15.65429758100072
92.23300970873787,0.5206284022753981,15.833607390999532
94.1747572815534,0.5291831040530275,15.573129361999236
92.71844660194175,0.481689082412471,15.551188301000366
91.2621359223301,0.5150645068135672,15.749445688999913
93.20388349514563,0.49470590267484477,15.706271169998217
90.29126213592234,0.4958581953653905,15.503927878000468
94.1747572815534,0.502681611304524,15.534076609999829
89.32038834951457,0.5241338567532059,15.63286540899935
91.2621359223301,0.47716688048745826,15.556574604999696
94.66019417475728,0.48197619409782544,16.255105807998916
92.23300970873787,0.5176706290792755,15.6452393640011
93.68932038834951,0.4760321860409772,16.23641502999999
94.66019417475728,0.5248581875279912,15.836747127001217
89.80582524271846,0.5059480409755639,15.778721032000249
89.80582524271846,0.4767598061652237,15.614112483999634
91.74757281553399,0.5008943434962883,15.60522270399997
91.2621359223301,0.48299540146004283,15.496372398001768
93.20388349514563,0.5246161750198238,15.560778892000599
90.77669902912622,0.5372247276454876,15.448232527000073
91.74757281553399,0.516071049703534,15.719542774000729
92.23300970873787,0.5086078110577846,15.824378970999533
93.20388349514563,0.49821624880931503,15.495041665999452
91.2621359223301,0.5120206601928438,15.412459974999365
88.83495145631069,0.5541796361574561,15.22456444800082
92.71844660194175,0.48297824333552686,15.312325244998647
93.20388349514563,0.5458259098765437,15.359896547000972
89.32038834951457,0.5102095860546968,15.646120371000507
93.20388349514563,0.5531382832427552,15.421061294000538
95.14563106796116,0.5025715383104152,15.406120564999583
87.37864077669903,0.48179531653021307,15.38433208800052
89.80582524271846,0.5018482168469064,15.502679798000827
93.20388349514563,0.4754521279497437,15.427282890001152
97.0873786407767,0.5235555402586111,15.56244544800029
92.23300970873787,0.5293728020722581,15.409395470998788
96.60194174757282,0.4857267180531701,15.505034526999225
95.14563106796116,0.5412069060017821,15.486534306000976
90.77669902912622,0.5396630226278183,15.62441838199993
91.2621359223301,0.5412140781222968,15.446260360000451
88.3495145631068,0.5143907566502084,15.45802574299887
95.63106796116504,0.4979002759448628,15.460918917000527
91.74757281553399,0.49234552343722576,15.536116769999353
94.1747572815534,0.5072984197537984,15.597099610000441
90.29126213592234,0.48542089305235797,15.62402666699927
92.71844660194175,0.5275866613640411,15.474199976000818
90.77669902912622,0.5163921350903505,15.246829382000215
90.29126213592234,0.4928737883057737,15.442737327000941
91.2621359223301,0.4439313834292605,15.485468876000596
92.23300970873787,0.5234920832790135,15.500301650999972
93.20388349514563,0.4631418470525191,15.749854662999496
88.83495145631069,0.4937711692476599,15.592412893000073
94.1747572815534,0.5012228546440434,15.844593723999424
91.74757281553399,0.5092388622779106,15.86580776700066
91.74757281553399,0.5085058094933925,15.499862201999349
90.77669902912622,0.5137274422185057,15.54297781599962
89.32038834951457,0.4887169771310721,15.59970355600126
92.23300970873787,0.49147310375233383,15.567252326998641
94.1747572815534,0.5006661772755272,15.490374597999107
90.77669902912622,0.48512648845628403,15.753389243000129
92.71844660194175,0.48607853094939873,15.571301383999526
94.1747572815534,0.5147637643125369,15.627336921999813
94.66019417475728,0.5171777653772769,15.478321529000823
91.2621359223301,0.5032100332108354,15.53464265599905
94.1747572815534,0.5252118117903193,15.46741943699999
90.29126213592234,0.5228537830758171,15.785386060999372
95.14563106796116,0.5301060841583113,15.476009057001647
95.14563106796116,0.5073611716471867,15.755550346999371
93.68932038834951,0.5129635525293335,15.881823165998867
92.23300970873787,0.46928360193837454,15.523648778000279
83.98058252427184,0.47418003615216897,15.520967679000023
93.68932038834951,0.5372965426626289,15.414928866000992
90.77669902912622,0.4995728633013321,15.40982685400013
89.80582524271846,0.4993928891631425,15.381860839999717
92.71844660194175,0.5087705016544047,15.49696733899873
88.3495145631068,0.4939930783445582,17.35042917700048
90.77669902912622,0.5063616891639278,15.433198909000566
89.80582524271846,0.5124212074804051,15.47925324300013
90.29126213592234,0.4742869325888292,15.418410360000053
92.23300970873787,0.515671142001306,15.34791124700132
92.23300970873787,0.5292446840243574,15.410457641999528
94.1747572815534,0.5284914802993047,15.286344869000459
96.11650485436894,0.5118410612167404,15.465218956998797
90.77669902912622,0.5560709923677517,15.454350324000188
89.80582524271846,0.4875297540453625,15.30173827300132
90.29126213592234,0.501456149112827,15.310480943000584
97.57281553398059,0.531112906784373,15.412313050001103
89.32038834951457,0.5318444214936577,15.299363072001142
90.29126213592234,0.4781219708189933,16.708141427001465
90.29126213592234,0.5214012859128103,15.21122355999978
94.1747572815534,0.5035811594290506,15.717637654999635
94.66019417475728,0.522974370467577,15.550068626000211
92.23300970873787,0.5281121537669942,15.356398374000491
94.1747572815534,0.5031258578523109,15.407667457999196
93.68932038834951,0.4982534153350582,15.459870159000275
92.23300970873787,0.515664002917686,15.891862462000063
91.74757281553399,0.5234847611800449,15.357550311999148
94.1747572815534,0.5151411948257474,15.358539271999689
94.66019417475728,0.5657679033852286,15.41702199500105
