CQR Pct in range,CQR Avg length,Runtime
90.86317722681359,1.1414784691474211,38.003023117
90.12855831037649,1.1374824873924312,37.380996469999985
91.09274563820018,1.1226401888055118,40.82613389000005
90.77134986225896,1.1523827836515903,41.48391040199999
90.44995408631772,1.1535957294761063,41.277890818
90.44995408631772,1.1405696515212682,41.38250539500001
89.25619834710744,1.1247771019228916,41.40634650700002
91.91919191919192,1.1410052507067747,41.359967541
91.32231404958677,1.1374216979470082,42.21071382399998
91.3682277318641,1.1683954448771476,41.75468040700002
90.54178145087236,1.1360997728559272,42.28415672799997
90.67952249770431,1.1612147085605196,42.07675292500005
91.59779614325069,1.161993967061592,42.461871475000066
90.49586776859503,1.1311013862688888,42.672188207999966
89.80716253443526,1.133757540717097,42.480655089999914
90.22038567493112,1.1336699817666107,42.07049556000004
90.03673094582186,1.1066454391793277,41.80600255599995
89.8989898989899,1.160839884719555,42.03965623600004
92.28650137741047,1.1383337420460578,42.54033279299995
90.86317722681359,1.1515812043617988,41.685261606999916
89.76124885215793,1.1489058733503714,41.56949391399996
89.48576675849404,1.1146139389392262,41.706078600999945
89.6694214876033,1.1450767199292584,41.603574607000155
91.82736455463728,1.17278528508159,41.22199015900014
91.41414141414141,1.1323382755755413,42.33693362399981
91.59779614325069,1.1549415430972747,42.31953935199999
91.23048668503215,1.1637074599069763,41.55075637999994
90.17447199265382,1.1451308223965329,41.02646691099994
91.32231404958677,1.161829554914279,41.38689377999981
90.67952249770431,1.1440389279907965,40.65961212100001
90.86317722681359,1.17170487837371,41.041497338
90.31221303948577,1.1430229347827314,41.65136656499999
90.26629935720845,1.1325650693976494,40.42102642999998
90.08264462809917,1.1471519068288214,39.936148139000125
90.54178145087236,1.1354618911739869,38.7422391340001
90.9090909090909,1.1462670410084135,40.02219659100001
91.1386593204775,1.1586105215538558,38.39122745999998
90.58769513314968,1.13044681534211,39.750539851999974
90.58769513314968,1.1281090730043273,38.46982347500011
91.18457300275482,1.1262965881468399,40.217436588000055
91.55188246097336,1.1550884124704563,39.71051732900014
89.80716253443526,1.1408459796429868,39.380655445
90.17447199265382,1.131332303128675,39.10346848800009
89.80716253443526,1.1294669273000622,39.86965705500006
89.76124885215793,1.139413278224563,39.56385257900001
91.1386593204775,1.1407040871734129,39.09007835300008
91.00091827364555,1.138133759397273,39.76103559300009
90.44995408631772,1.156096545023409,39.56099509500018
89.85307621671258,1.1193165648040153,40.08885832900023
91.00091827364555,1.1440685261722896,39.60751268499962
91.1386593204775,1.1641631863060276,39.4041725940001
90.22038567493112,1.126774466182194,39.50626854699976
91.3682277318641,1.1496406363610325,39.61426712000002
91.91919191919192,1.1541978410917826,38.823154064999926
91.46005509641874,1.142351098228206,39.24807728399992
91.8732782369146,1.1438482743190503,39.13717364900003
89.30211202938476,1.1428495858601861,39.09029139899985
91.27640036730946,1.1455540067873635,28.178289289000077
90.67952249770431,1.1436336051147,39.32859175300018
90.22038567493112,1.1421269246738646,29.09948574200007
91.73553719008265,1.1535963830023552,39.41520732500021
90.86317722681359,1.1369886235394533,29.188059560000056
89.71533516988063,1.1494664519957452,39.82306325500031
89.8989898989899,1.124329941676323,29.26523372099973
91.23048668503215,1.1589266501746986,40.23385655600032
90.44995408631772,1.1346128643246693,29.55343220199984
91.04683195592287,1.1424847164552843,39.767898521000006
91.1386593204775,1.1525253677760092,28.991077762999794
89.76124885215793,1.1489845134758663,39.456745704999776
92.14876033057851,1.1652338285986301,29.109724887000084
90.22038567493112,1.1422575536418702,29.20486288300026
90.633608815427,1.1331416094507332,29.166764908000005
91.00091827364555,1.1444294574742777,28.79412959499996
91.18457300275482,1.1384309923407767,28.904703461999816
92.28650137741047,1.1409059880685501,29.091492520999964
91.23048668503215,1.1377488957096367,29.322835747000227
90.77134986225896,1.1597283261428695,29.325923416000023
90.03673094582186,1.1321456014104931,29.038337140000294
90.9090909090909,1.1363106533548506,29.09164312599978
89.76124885215793,1.1496163949442495,29.14618450199987
91.32231404958677,1.16553311293644,28.822942471999795
90.58769513314968,1.1391431392824343,29.1754828789999
89.99081726354453,1.1293191252606072,29.636844465000195
89.94490358126723,1.13354668087811,29.390192937999927
91.00091827364555,1.1673353167246658,29.352674899999784
89.80716253443526,1.1439344579063113,29.120569739000075
90.31221303948577,1.1222024978562697,28.836362870000357
90.44995408631772,1.1508920591900633,29.10367440200025
92.1028466483012,1.1481631801796832,29.11048590900009
91.643709825528,1.1342557862155311,29.08321998600013
90.35812672176309,1.126446458761246,29.057795973999873
89.85307621671258,1.109452141869243,29.30643417200008
89.8989898989899,1.1232291684798335,30.048337644000185
90.12855831037649,1.1395270070788839,29.07926521399986
90.633608815427,1.118398791711413,28.882857647000037
90.54178145087236,1.1114671848053774,29.806472860999747
90.86317722681359,1.1184090296775724,29.557967869000095
89.11845730027548,1.113661122209285,29.446982309000305
91.82736455463728,1.157392497701693,29.1956325189999
89.94490358126723,1.1289060006094476,29.129180359999737
91.3682277318641,1.1476410449228767,29.478146556999945
91.1386593204775,1.1482224668515695,29.49984322499995
90.77134986225896,1.148483530410315,29.212308958999984
90.54178145087236,1.1469375857406654,28.09524203000001
89.76124885215793,1.1421865907012554,28.984348952000346
91.8732782369146,1.159921478523412,28.7142979930004
90.08264462809917,1.1638947327365046,29.21101395300002
91.23048668503215,1.1341306092241124,28.831142878000264
89.94490358126723,1.1439404267609325,28.847630659999595
91.00091827364555,1.1435814294330493,29.302531167000325
90.08264462809917,1.146279844304356,29.485932984999636
90.633608815427,1.1272032666945637,29.42774576300053
90.633608815427,1.1550652538672666,29.439886046999163
91.73553719008265,1.1503693593011526,29.653198355000313
91.643709825528,1.1704156017149951,29.46652946100039
89.71533516988063,1.1329269110171005,29.471929309999723
90.633608815427,1.1344882947484447,29.25444872299977
89.1643709825528,1.1219802174795752,29.611562062000303
90.77134986225896,1.1336117599068234,29.75470105400018
91.32231404958677,1.151888655213952,29.479054274999726
91.41414141414141,1.1416835465841912,29.367211875000066
91.27640036730946,1.1603155170939592,29.2386593909996
90.633608815427,1.1380978440952014,29.10348233500008
90.54178145087236,1.1287965961745707,35.15810591900026
90.95500459136822,1.1373908949257392,29.22254797400001
89.80716253443526,1.130041497684544,35.37938167399989
90.633608815427,1.1335496786817392,29.522947223999836
91.23048668503215,1.1438888545840884,35.30468350799947
90.26629935720845,1.139887922205425,35.11928246300067
90.9090909090909,1.1384221023236019,35.142266258000745
90.633608815427,1.1502426530363838,36.347432016999846
91.91919191919192,1.1503654966925858,37.30081778600015
91.8732782369146,1.1573908322225046,37.13163762500062
89.94490358126723,1.1082216325548948,37.135347714999625
89.99081726354453,1.1475519859822696,37.59728199899928
90.35812672176309,1.1284262310122128,36.81818882300013
90.40404040404042,1.1250199497771556,36.094774996000524
90.67952249770431,1.1650093208501224,36.34384317900003
90.08264462809917,1.1156339286719166,36.15153991399984
89.1643709825528,1.1514097954074378,35.79523035999955
91.04683195592287,1.1217281172363471,35.812980581000375
90.67952249770431,1.1374929945454502,36.69049671900029
91.23048668503215,1.136948561825998,35.80187670699979
91.00091827364555,1.136323389140157,35.78223601100035
90.31221303948577,1.1388937931559342,35.78720063499986
91.00091827364555,1.1227087224348922,35.42788439600008
91.09274563820018,1.1460101664929294,35.58020047700029
90.22038567493112,1.1474399532586355,35.223467318000075
91.00091827364555,1.142491731982771,35.563000701999954
91.41414141414141,1.1221538936578697,37.699840018999566
90.86317722681359,1.1620313093942463,36.20699345000048
92.42424242424242,1.1594501894221574,35.850423154000055
91.59779614325069,1.140564583196143,35.96134445000007
91.00091827364555,1.1757939923118015,35.948936620000495
90.03673094582186,1.1536831255498228,35.277395258999604
90.12855831037649,1.1527994490762,28.93099002100007
91.23048668503215,1.1575925133755829,25.963299911999457
90.31221303948577,1.1355038044341201,25.94213817200034
90.17447199265382,1.14759421636155,25.928606065999702
92.3783287419651,1.1567254935108993,25.992472076999547
89.07254361799816,1.1509322620489835,25.951346134000232
89.99081726354453,1.1306163020941442,26.112216079000063
89.6694214876033,1.1137079614415122,26.016416786999798
90.49586776859503,1.1309344177072855,25.91257170299923
91.27640036730946,1.1362344561389393,25.73071073600022
89.71533516988063,1.1407395979348574,26.32011353100006
