CQR Pct in range,CQR Avg length,Runtime
88.0,2.236597350788453,9.450172028999077
89.03999999999999,2.2469773920983194,9.507011749999947
92.36,2.2893707233468437,9.361978433997137
91.82000000000001,2.2722311672361006,9.527349117000995
91.36,2.2675992870524273,9.404290390000824
90.4,2.268595278319664,9.443141533000016
91.86,2.2715564231435885,10.731363965998753
89.68,2.2236605906667517,9.481689111999003
91.88,2.2631552498217165,9.403565215001436
90.78,2.2672049398787903,9.399414224000793
92.08,2.275960083000002,9.42011978699884
90.25999999999999,2.232041912345137,9.36724264499935
90.52,2.2579657427531643,9.452243546002137
92.36,2.275569917224238,9.419366772999638
90.8,2.2733523012304597,9.48442152699863
89.92,2.2512572870154126,9.328725346000283
90.92,2.276434935996803,9.486548991997552
91.53999999999999,2.2570574073451746,9.379703362999862
89.4,2.236103006602668,9.496319142002903
92.47999999999999,2.265564597770624,9.440798689000076
93.08,2.2920059553093757,9.525146332998702
91.53999999999999,2.266346149713757,9.386263445998338
91.44,2.2709368450943477,10.74176970100234
90.5,2.2566324723858577,9.344305883001653
91.53999999999999,2.2607496603719004,9.394706164999661
90.38000000000001,2.2376830539726753,9.493305954001698
91.18,2.268925222969031,9.499510362002184
90.42,2.2203894824410892,9.404416153000057
92.74,2.280843067431008,9.406370374999824
90.74,2.2585784829055564,9.466051005998452
89.4,2.2303475486719786,9.436772167999152
90.5,2.274104105775449,9.517284006997215
90.78,2.248287295146061,9.442569180999271
93.22,2.288118994715764,9.460805965001782
91.60000000000001,2.2613597513969492,9.40441722900141
90.84,2.268169581827115,9.454175342998496
91.86,2.263165182342667,9.354121467000368
88.98,2.21522157801156,10.493311104000895
91.58,2.2595852862208616,9.717603780998616
92.17999999999999,2.2680783886062224,9.41508775499824
90.38000000000001,2.278881403118048,9.452139698998508
91.4,2.271993510262651,9.470496386002196
91.36,2.2602373885155096,9.425926359002915
89.82,2.2615804708333767,9.430959242999961
91.2,2.2784735861065784,9.522344240998791
92.32000000000001,2.3156163467177655,9.409684409001784
91.62,2.264478535161673,9.444501369001955
90.32,2.2441131605270495,9.460900844998832
91.3,2.2399681727603036,9.441067347997887
89.86,2.2499238007561724,9.444707705999463
89.52,2.2395680281422523,9.53343915500227
92.60000000000001,2.272807451844331,9.426171495000744
93.38,2.2656305622564505,9.483899530998315
92.94,2.253252639364662,10.6661846470015
92.2,2.280205787228911,9.451072664000094
91.88,2.28529256118126,9.379625354999007
90.66,2.266031067507515,9.505872225996427
90.42,2.2580711318660076,9.484989372998825
91.25999999999999,2.2318546550446183,9.488595348000672
90.9,2.2415313934726218,9.41656403700108
89.9,2.237561132366624,9.458120265997422
90.0,2.2472626973991554,9.392312888998276
89.44,2.234651982500573,9.46642041800078
90.2,2.227141666990303,9.512893335999252
90.88000000000001,2.2435527723132256,9.538202982999792
90.7,2.26972082709798,9.48402413200165
90.75999999999999,2.249804015926717,9.491988247998961
89.72,2.2368553112511553,9.485144021997257
90.56,2.2673353015858155,10.714392410001892
90.60000000000001,2.284525455377477,9.515615156000422
90.86,2.2650696176697087,9.412663227998564
90.5,2.265606156124659,9.42182560999936
92.36,2.279288118336646,9.40451525699973
92.30000000000001,2.2859790815795304,9.48910530899957
90.03999999999999,2.2337443684442735,9.36114488399835
90.36,2.246638510866522,9.44244810300006
90.64,2.245063990622943,9.431716136998148
90.86,2.273161627109631,9.493715026997961
92.38,2.250941813784732,9.344086670000252
92.02,2.2841906591750094,9.553465277000214
91.3,2.25381947185127,9.420020294997812
91.96,2.2851645643774807,9.499278899002093
92.62,2.2892027307258287,9.45074857900181
90.08,2.254041338349627,9.455882031001238
89.52,2.2266736178014623,10.68109154800186
90.10000000000001,2.230207867370639,9.506894906000525
91.14,2.2531276242159115,9.419685463999485
90.88000000000001,2.2647331517212974,9.412576311999146
91.0,2.2762138541723074,9.417699372002971
