CQR Pct in range,CQR Avg length,Runtime,QRF Pct in range,QRF Avg length
92.44,2.1574359399584138,20.760490806000234,90.28,2.4423765619875994
89.88000000000001,2.1050448835873614,20.819473057999858,90.14,2.3386460772391584
91.67999999999999,2.1098360902130535,20.814322762999836,90.7,2.3241313331975713
89.74,2.0802833654305104,20.835357943999952,90.38000000000001,2.3372291352576022
91.44,2.1022038515617156,20.758279752999442,91.10000000000001,2.4902940144479633
91.5,2.0859888745629664,20.827043146000506,90.75999999999999,2.3583649724861835
90.94,2.1012785135263745,20.778984038999624,90.64,2.3311692398931556
89.86,2.0831268369367932,20.78895147700041,89.96,2.4072258686207113
93.10000000000001,2.127203046589731,20.72362373099986,91.66,2.459648655238931
92.36,2.1451730077527635,20.70215499799997,90.14,2.439772899467149
92.52,2.132481188088032,20.77625332200023,90.88000000000001,2.3949020893367017
91.2,2.098689924656193,20.777057606999733,90.56,2.378216131105765
91.9,2.124310984624185,20.7335353389999,90.72,2.410193347165622
90.16,2.083224179942376,20.72796069100059,89.9,2.2688515903110233
92.25999999999999,2.141980817086264,20.738852403000237,91.34,2.449729776792426
90.25999999999999,2.090058975595853,20.733027401000072,89.84,2.287531846499785
90.46,2.0594157536786972,22.087854590999996,90.28,2.2481101950186058
91.28,2.1032102927815948,21.942177445999732,90.34,2.3398990087381653
92.10000000000001,2.127396971556278,21.948207409000133,91.42,2.3872573617634663
90.86,2.086731957919524,21.988378091000413,90.2,2.2594095702846557
90.42,2.0965034334985706,22.04892378400018,89.98,2.3978337235925284
91.47999999999999,2.1068567751380605,22.06025055599912,90.34,2.343413226940726
90.2,2.0873899983012114,22.014440738000303,89.8,2.826874547379671
91.84,2.124024323590353,22.007088623000527,90.3,2.7060131662958624
92.02,2.1292342493509873,21.984673910999845,90.78,2.5191857247080676
90.53999999999999,2.1013449000691238,21.926915271000325,90.06,2.3707462003953608
92.34,2.119907769074296,22.06517400699977,92.10000000000001,2.3904480154558083
91.67999999999999,2.079706159614852,22.31374894400051,91.4,2.419877324820937
91.53999999999999,2.0944260737652667,21.92800193199946,90.94,2.3137972476688535
91.84,2.139154477399374,22.00604946400017,90.82000000000001,2.4583009764719064
91.60000000000001,2.097099253662009,22.091944532000525,90.38000000000001,2.452061732519904
91.5,2.0944564920135886,22.112269236999964,91.67999999999999,2.330817832999463
92.24,2.1234270215717954,22.136024849999558,91.08000000000001,2.516241341741054
91.14,2.1238602544926786,22.302735514000233,90.68,2.392945077352729
89.92,2.069743771050217,22.481595624000875,90.06,2.4474008146551327
91.62,2.107878012764349,24.170341885999733,90.74,2.5980618762961445
90.0,2.0566278506627307,23.635849934999897,90.2,2.360325258073416
92.34,2.1184390982558354,22.45466086400029,91.32000000000001,2.401113082509167
89.28,2.0753406873565816,21.984795377999944,89.72,2.3879818879088357
91.03999999999999,2.121487147751696,21.98251531799997,90.4,2.341373869077268
92.12,2.143743619026419,22.01865696599998,91.75999999999999,2.556348436036735
93.06,2.144920341852026,22.02363089299979,90.78,2.406903440224872
90.96,2.094787437077553,22.024946861999524,89.94,2.3803310336242225
92.0,2.102468706911509,22.108455304999552,91.0,2.3272788875977954
90.10000000000001,2.0766435158808307,23.660844121000082,89.58,2.25991915917875
93.12,2.1355502275780216,23.460674717000074,91.67999999999999,2.3990496025473433
90.9,2.0853068772740997,23.23043617700023,91.03999999999999,2.640178635583407
91.3,2.079892979306009,23.66587955399973,90.74,2.3474727843341663
90.12,2.091576235784912,23.58491486499952,90.53999999999999,2.3026202250836048
91.67999999999999,2.1228204053029347,23.470565894000174,90.84,2.421634827989638
92.08,2.114321341583222,22.83044727699962,91.28,2.7724308478406865
91.72,2.131248518463673,23.39941236100003,90.52,2.3821787832340786
91.5,2.1213095167834854,23.463668651999797,91.44,2.424341119655192
90.25999999999999,2.0863370721529404,23.575142650999624,89.88000000000001,3.038161067294838
91.3,2.0937830805026327,22.04654143800053,91.38,2.347538768884707
90.08,2.083122574841904,22.10014373500053,90.52,2.2797712715680647
92.08,2.079952669381907,21.92725906799933,90.96,2.332163218008908
92.34,2.126131061602755,21.968332268000268,91.67999999999999,2.3913287735080675
92.5,2.1353378696423735,21.9441462220002,91.2,2.4178855093960623
90.14,2.074615231599008,21.972071395999592,90.0,2.6183954515375225
89.1,2.0993190267156083,21.922250281999368,89.46,2.309380445922336
89.9,2.0710356982310842,22.078982730999996,90.68,2.369459678284459
92.34,2.1142781449525874,22.112035246999767,90.74,2.4802636123317527
91.62,2.0948621056363925,22.214165415000025,90.9,2.340734413538276
91.96,2.133193515014067,22.245264577999478,90.74,2.35088274421364
90.66,2.096232111920213,22.024538823000512,90.4,2.3865368719391897
91.22,2.0998505732573163,21.98824080600025,90.98,2.4275693045797224
89.18,2.0759922321358832,21.900312280000435,89.8,2.3395826729021225
91.56,2.1038944248937765,21.915028538000115,91.3,2.455613722227414
90.82000000000001,2.082077105312376,22.367364160999387,89.05999999999999,2.3575472021832464
90.96,2.086921962467237,22.417610923999746,89.86,2.3374098886075254
89.46,2.0886343708208175,21.961107629999788,89.92,2.3454865899790267
90.8,2.064731895199471,21.964733539000008,90.38000000000001,2.279300607279803
92.47999999999999,2.1519487964177193,21.878122481999526,90.82000000000001,2.383441075345598
91.8,2.1509951126550555,21.98784620600054,90.96,2.5845604975634275
91.14,2.075258605245154,22.114008335000108,91.14,2.5502827358347795
91.8,2.128640092660586,22.0933757949997,90.64,2.3939410583323015
91.3,2.1069473973294253,22.013383813000473,90.25999999999999,2.4074660824475655
91.38,2.1061103827207415,21.955639467000765,90.86,2.4872225503346606
90.0,2.078641913019747,21.94626153399986,89.16,2.4850718914419665
89.28,2.074498784615788,21.984809540999777,89.53999999999999,2.236237908223618
92.2,2.110551351139813,22.209582511000008,91.03999999999999,2.406637457802866
92.24,2.118688541040589,22.959519203000127,91.92,2.411148530496558
90.86,2.0797723762582434,23.968167778999486,91.2,2.2838501176078783
91.8,2.0966593377365235,22.367328890999488,90.56,2.48275610879815
91.32000000000001,2.108993655030796,21.94079245699959,90.58,2.384825940611014
89.02,2.0672845679108325,22.043998250000186,89.56,2.2618275903126692
90.58,2.074608120356611,22.005401259999417,90.0,2.458512395822618
90.48,2.0966482490254887,22.042316304999986,89.62,2.561158528138588
90.42,2.105000250369218,21.917150500999924,90.34,2.3908280992293576
90.3,2.0757732988960624,21.938804770999923,90.7,2.228361573425668
91.2,2.0912633759662147,21.952662081999733,90.94,2.3259361148250863
91.18,2.118582479516559,21.878535208999892,89.7,2.330563492936724
91.16,2.094611027004534,21.843526797999402,90.75999999999999,2.3744475553939504
91.47999999999999,2.11855030942017,21.976693503000206,90.42,2.433838981513917
91.28,2.1037451758348906,21.905286872000033,89.84,2.5072547019672586
93.16,2.1703124670429976,22.015223180999783,90.75999999999999,2.5878902177389502
93.97999999999999,2.208000176791023,21.992320942000333,91.2,2.839451187997418
91.94,2.12394256953179,21.95007270499991,90.75999999999999,2.4212797491645235
91.12,2.084560574724301,21.958902989999842,89.18,2.3383529142699087
90.75999999999999,2.08848980787962,21.99449773700053,89.88000000000001,2.393190036605859
91.32000000000001,2.1034374567985963,22.00102356699972,91.2,2.3925768681365613
91.82000000000001,2.1254955633246926,21.97406523599966,90.32,2.404750031988719
90.60000000000001,2.07670025538171,22.061183087000245,91.4,2.6648532774124374
91.67999999999999,2.098510806390616,21.96420232699984,91.08000000000001,2.3353571426082236
91.28,2.133493000306238,21.949900567999975,91.10000000000001,2.5079607707419695
88.9,2.0753876090469823,21.902757408999605,90.02,2.5222403523943147
91.5,2.0866091259776542,22.041056246999688,90.56,2.3559230128987
91.72,2.098896352115067,21.9553887510001,90.3,2.287487531115968
89.3,2.093559957924988,21.86655565500041,89.75999999999999,2.3383520054309046
92.62,2.1403236554487792,22.01612080799987,90.36,2.392950894677428
91.38,2.0932455256796523,22.152707952000128,90.74,2.3824701055943964
91.16,2.118736384262871,22.32330645299953,90.92,2.41789243590891
91.8,2.1245901761672323,22.0553570029997,90.42,2.3438030208442426
91.2,2.0985564044319043,21.981001607000508,89.82,2.753706814657127
89.94,2.084720204245148,22.082925697000064,89.88000000000001,2.372542742089306
90.64,2.0911707641911925,21.95246484100062,90.28,2.3815523497168583
91.02,2.101556496093296,21.930153702000098,91.18,2.4120544205898646
91.32000000000001,2.0697621438289193,22.028041597000083,91.18,2.636942208538809
91.5,2.113751848991606,22.06297670999993,90.0,2.377702048876311
92.10000000000001,2.088233420342771,22.02333319799982,91.38,2.3331876501486213
91.58,2.1023416750996926,22.07665646300029,90.18,2.390803558178551
91.25999999999999,2.115449257988311,22.079942717999984,90.02,2.5091450475549246
90.98,2.1202462718151844,22.030837351000628,90.48,2.4306493509560836
91.03999999999999,2.1170680061468485,22.07893469999999,89.9,2.3566334560275677
91.47999999999999,2.1100588411699523,22.065621080999335,90.58,2.3677373766836767
91.78,2.097288285381292,22.07369203000053,90.96,2.3410866199937796
89.25999999999999,2.076895105609978,22.02438448799967,89.78,2.322862482292187
90.64,2.0855244285142245,22.06147636300011,89.62,2.389238400817763
91.64,2.112854882158493,22.052190979000443,90.3,2.3329015042703545
89.86,2.072576980722658,21.935769089999667,88.66000000000001,2.3196526521374348
89.25999999999999,2.069641887313823,22.014490664000732,89.7,2.3625583234807155
90.84,2.066861956206698,21.936379284000395,90.24,2.3163154595205495
91.14,2.0900806953530364,21.99186713600011,91.06,2.3419964163556806
91.38,2.10833905271128,21.95375940899976,90.9,2.333251379466066
89.9,2.0776945154177064,22.028387923000082,90.18,2.3300779309499187
91.32000000000001,2.0871776439982805,21.989332930999808,90.58,2.368885031356659
91.64,2.1104271481061345,21.951103117000457,91.53999999999999,2.5933316699570748
91.18,2.06264503205094,21.9803852619998,91.28,2.3009646870477054
90.32,2.0899084156995897,21.936493545999838,90.02,2.3161580980897236
91.72,2.105697448268887,21.98392607599999,90.16,2.6129811096468827
91.67999999999999,2.1190660586892185,22.006750874999852,90.94,2.326141275826944
90.24,2.0840935044569515,22.009354030000395,89.78,2.3263563548949313
91.53999999999999,2.091393487422992,22.10767370800022,90.25999999999999,2.4204913996429473
91.18,2.1183668790396126,21.954682337999657,90.78,2.4515359303953117
91.67999999999999,2.114807756699181,21.87840552199941,90.75999999999999,3.129685430200134
91.06,2.094082133193032,21.964737895000326,90.10000000000001,2.3132226383971393
91.08000000000001,2.1056644871055887,21.95220203899953,90.36,2.382659992901505
90.88000000000001,2.092412848426689,21.89711640099995,89.98,2.401524332962051
90.22,2.074595625102375,21.91556082599982,90.84,2.3127636381092906
91.72,2.1166768622319068,22.00908288899973,90.62,2.373979813513724
91.8,2.1034689431353693,21.976614559000154,90.48,2.3936476410120204
90.92,2.1081968404769404,23.359155147999445,89.96,2.326684391360489
90.32,2.083421062379393,23.323147637000147,90.42,2.613478876084782
90.98,2.0991278485840894,23.363230324999677,91.02,2.813827765976635
90.22,2.088861421690405,23.287771698000142,91.16,2.432901361538441
91.78,2.109488431659282,23.378069537000556,90.46,2.332616085184931
90.66,2.094381582501325,23.356279627998447,90.38000000000001,2.6150049827943365
91.22,2.087940734760611,23.35133816600137,91.32000000000001,2.343269065764385
90.16,2.092149341158618,23.374026563998996,90.42,2.353016059362301
92.25999999999999,2.117864701676182,23.381120349000412,91.25999999999999,2.381864102265917
92.36,2.121873668787045,23.338774316000126,90.96,2.7599479998210534
91.28,2.0948998162139696,23.363680143000238,90.34,2.4710015044308484
91.62,2.1200687121835404,23.41521710000052,90.86,2.4441489799351297
90.58,2.073938021813413,23.35714406199986,90.53999999999999,2.334348497548255
90.56,2.0984416098249725,23.348669938000967,90.42,2.346144569895772
92.04,2.129688831666926,23.37771542700102,90.98,2.4146080814285322
91.25999999999999,2.092568712773334,23.39805234800042,90.42,2.3533119943436382
93.32000000000001,2.1415640935005964,23.41748700700009,91.25999999999999,2.3531327795478427
90.94,2.077446922352216,23.357705505999547,90.44,2.3145648725738646
91.52,2.084705662942369,23.439583561999825,90.94,2.362409145065927
91.64,2.1441135000035976,23.44725465800002,90.36,2.3839879935368105
90.94,2.1050434732330765,23.37630112000079,90.34,2.3465529456465863
89.46,2.086358150843595,23.303148873999817,89.78,2.6921976518796984
91.67999999999999,2.111954809531123,23.381954376000067,91.12,2.529763933125513
91.14,2.1250569790946443,23.367482756000754,90.62,2.303316087174615
92.14,2.1070310057734547,23.324830911999015,91.62,2.7450048657151878
91.06,2.095286978192326,23.335708267999507,89.74,2.3905701291167794
92.10000000000001,2.119186556987936,23.371129560000554,89.72,2.38001377867544
91.32000000000001,2.1069604942125943,23.346633598001063,90.88000000000001,2.63393886589006
92.7,2.1503243679397994,23.51269845599927,91.14,2.4142959792685406
91.08000000000001,2.079970832036383,22.129540332000033,90.10000000000001,2.3787823278722575
92.44,2.130848691544236,22.208351638999375,91.3,2.348174050282143
91.60000000000001,2.1064064078247973,23.735309689000132,90.48,2.486930887258433
90.3,2.091417125769258,23.62054546499894,89.66,2.2849469545492314
90.72,2.08890339888152,23.704548779000106,89.68,2.3718873563410083
89.88000000000001,2.116658921682244,23.65466557599939,89.62,2.3441532396664253
91.74,2.092109427404443,23.658499666998978,91.24,2.3684352022638997
91.25999999999999,2.085517562834936,23.629763730999912,91.25999999999999,2.9987202520043184
90.02,2.0834877029760004,23.625142142000186,90.16,2.3634110707861
92.12,2.0913962035896256,23.631008791000568,91.8,2.3699950584271363
90.68,2.0875025769578475,23.60406717799924,89.84,2.3477586308825913
91.74,2.0891722450622283,23.638761240999884,90.92,2.3625946917658744
92.54,2.1542117272725103,23.601193903999956,90.86,2.918173675910187
91.42,2.1092370496222483,23.522439303998908,90.5,2.3780739485834137
90.3,2.0738297443642106,23.693863518001308,89.62,2.3349475556453814
91.16,2.106394932558664,23.699552169000526,91.06,2.4317814129865134
92.08,2.1208371306270912,23.724126687000535,90.9,2.4188271236355163
90.36,2.11255927827767,23.698927200999606,89.78,2.358175673284156
91.53999999999999,2.1112997009606365,23.664736796999932,90.48,2.416325331988796
91.47999999999999,2.091213567252242,23.621758850000333,90.44,2.3645927581793678
91.38,2.1050405050571572,23.707129143000202,90.66,2.322588162159898
