QR Pct in range,QR Avg length,Runtime
90.24,2.285731692099384,11.94869684599999
90.58,2.418481721268504,11.941096606000002
89.82,2.3581724423659356,12.016989051999985
89.98,2.3924983472183774,12.018348469000017
90.84,2.367103494395127,12.173513461999988
90.36,2.4783411547990735,13.51237711600001
90.60000000000001,2.440089951147037,12.141693674999999
89.8,2.3758471104149854,12.448261349000006
90.14,2.4056606038488924,11.982714079999994
89.68,2.2851254119870994,12.181567747000031
90.36,2.220581703249798,12.140668141999981
91.24,2.341839170170005,12.00402773999997
91.03999999999999,2.3529628225253427,12.173474349999992
90.86,2.4802342178023795,11.960396836999962
89.48,2.2525917271624696,12.094306483000025
90.78,2.386987938306985,11.956688664000012
90.38000000000001,2.2735092449523844,11.831900160000032
91.03999999999999,2.3430944031118037,12.186233806000018
90.03999999999999,2.1978082224274016,12.02880074799998
91.02,2.398182470799639,12.082496702999947
91.12,2.3920996318632533,12.337474144999987
90.4,2.3944190553768987,11.849075362000008
89.14,2.2475044816564598,12.024864609999952
89.12,2.203612438357348,12.076372004000007
91.0,2.393297258974153,11.962588641999957
89.42,2.326427211349561,12.341678918000014
89.1,2.5539042383286112,11.92595117999997
90.86,2.308437540971535,11.939366492000033
90.36,2.3037258818447417,11.861710266999978
89.78,2.336462546386961,11.733666115999995
90.44,2.3280577129246165,11.928727789999925
89.94,2.1602661658231774,11.826558202000001
90.5,2.2758738384068957,11.839808431000051
89.02,2.18091810700103,11.963617876999933
89.82,2.1846321446199912,11.75884784599998
88.82,2.3226401626448694,11.935273571999915
90.78,2.3205253112327435,11.936331823000046
90.10000000000001,2.3307190624376357,11.78753709199998
90.84,2.331975949133226,11.985487634999913
91.2,2.342965452961908,11.84851100800006
89.94,2.318638288969769,11.828096791999997
89.82,2.965280506028127,11.89110140999992
90.22,2.3295489284710276,11.789950371999907
89.7,2.302041284789399,11.907151010999996
89.84,2.236339148886909,11.91342578199999
90.96,2.3807738131016976,11.724686310000038
89.44,2.1655020097281326,11.828253917999973
90.78,2.345520724364694,11.811342442999944
88.94,2.3567807635522726,11.916206224000007
89.98,2.5269210532411193,11.844490087000054
90.36,2.37183994687081,11.942882580999935
89.84,2.283912903577913,11.878379611000014
88.48,2.191639110870172,12.067156825999973
90.74,2.3749542748961305,11.757485925999958
90.08,2.1672073087834396,11.873601958999984
89.86,2.186045619327688,11.81058576199996
91.18,2.260300134705371,11.772765101000005
89.56,2.3143396665230296,12.031264803999989
90.4,2.388684895001474,11.85640206000005
89.4,2.2620175279510017,11.826945045999992
90.02,2.2563347072059448,11.850781052000002
89.14,2.1814464316489444,11.752517094999916
91.2,2.401205010708191,11.848293736000073
90.03999999999999,2.3145831805559496,11.867406067000047
91.7,2.8161261146939314,11.869293177000031
89.14,2.2970956605816797,11.86958790999995
90.74,2.3581867403191556,11.729351511000004
89.86,2.2745071968963906,11.836576676999925
89.28,2.277092685073216,12.035179011999958
90.24,2.3741892216144564,11.794677344999968
90.12,2.3707546815369818,12.029128238999988
89.2,2.241000160502168,11.887991292000038
89.38000000000001,2.2137710306635388,11.727282953999975
90.72,2.44785498769777,11.896572652000032
90.0,2.3084211662528555,11.787422886000058
90.88000000000001,2.280257164468711,11.885000696999896
89.98,2.3659315550926214,12.02483581699994
90.22,2.3298112779874938,11.763369797999985
89.7,2.2799430993742056,12.315366296999855
90.32,2.4009265267915887,11.944795430000113
90.52,2.304706327763139,11.931389526999965
90.32,2.2384152109927076,12.137162281999963
90.5,2.4075024500871542,11.990274022999984
90.88000000000001,2.3050157292171165,12.122090274999891
89.98,2.322144023897397,12.239727208000204
89.18,2.2387211370195104,12.039228869999988
89.88000000000001,2.2450182478181007,12.276015745000223
91.14,2.564100481540314,12.006013462999817
89.9,2.334757536327157,12.279843286999949
90.60000000000001,2.434931162386592,12.180896120999932
90.36,2.3206042441717765,11.995324652000136
89.78,2.3439868107741093,12.372886160999997
90.24,2.373268948503058,11.999106687999983
89.96,2.216225661900034,11.955185411000002
90.14,2.3010898283235197,12.191988075000154
89.96,2.3000444259487054,11.97952710100003
90.02,2.195463767615482,12.254420411999945
90.4,2.337691434448885,12.219076888000018
91.03999999999999,2.3832143246240904,12.029625656000007
91.42,2.253781681396059,12.07040551
90.42,2.356875443153783,11.997455063000189
91.5,2.362034404045417,11.92167590300005
89.66,2.3154170438520416,11.942164002000027
91.72,2.3083145288068203,11.895637697999973
89.92,2.3406421995703264,12.183622712999977
89.64,2.308277098753562,12.205053853000209
90.28,2.369123459826167,12.501435075000018
90.52,2.339358825594897,12.838110166999968
89.38000000000001,2.497630613525967,12.31921008800009
91.75999999999999,2.419562773625316,12.139322264000157
90.86,2.387302273781688,12.195929550000074
91.25999999999999,2.3602703009802224,12.225423169999885
90.74,2.383350694840107,12.452776979999953
89.5,2.2072340482438833,12.369404052000164
91.0,2.2714288387579438,12.293441440000151
89.28,2.216565392132151,12.32035170999984
89.82,2.361817887613899,12.005404523000152
87.74,2.2859305148154054,12.184244965000062
91.78,2.3891189440428393,12.195960856000056
90.48,2.443085752723328,12.21195045100012
90.34,2.351725047855817,12.218601646000025
89.5,2.337200189648579,11.890488356999867
89.12,2.2714464064104236,12.289680048000037
89.94,2.735374947175915,12.239477489000137
89.94,2.4597254450391803,12.233447315000149
90.22,2.2776410670910177,12.259499118000122
89.05999999999999,2.374068407894536,11.956068869000092
90.42,2.169237984836822,11.96887390500001
89.1,2.2047963505401036,12.246794722000004
92.08,2.4439500465287267,12.349899097999923
90.72,2.4179938627830344,12.040098549999811
89.72,2.2730869311753406,12.213878975999933
89.02,2.228208464729229,12.00028625500022
90.24,2.380075792452765,12.088908781999862
91.3,2.455217844214775,12.108998241000108
90.7,2.3671671994290313,11.970393908000005
90.52,2.2502085355320074,12.274830145000124
91.14,2.386948579185425,12.026720853999905
90.92,2.3694296896483835,12.152476266999884
90.94,2.4488994339369485,12.06468049
90.36,2.5098290843567788,11.880832685999849
89.60000000000001,2.193067547829545,12.085029635999945
89.82,2.290195470914994,11.954882973000167
90.12,2.2842913786255297,11.964680429999817
90.03999999999999,2.2213594535364973,12.032215866999877
91.18,2.400357351646756,11.92982965300007
90.60000000000001,2.442755844641873,12.017067810000071
90.14,2.177082642705705,12.191602667000097
90.74,2.250221332779149,11.953938214000118
89.92,2.4227209626257755,12.052310797000018
90.62,2.2770615277384714,11.95184386599999
89.62,2.2388933926933627,12.039585242000157
90.62,2.3793481872062694,12.242258989999982
90.64,2.587187222335851,11.963669444000061
90.96,2.3320381868722433,12.173515207000037
90.66,2.244993909562943,12.263332900000023
91.0,2.3398992995970986,11.905145905999916
89.48,2.315652260121765,12.255617125000299
88.92,2.175762260461795,12.459152116000041
90.94,2.38484350165237,12.172036348000347
89.08,2.262846151489017,12.17377959500027
91.16,2.3280697632568046,11.96963894999999
90.10000000000001,2.294655481731859,11.980456733999745
89.05999999999999,2.244033078336743,12.28882207999959
92.17999999999999,2.505446321984298,11.852320859999963
90.44,2.3583947019553624,12.281339756999841
90.06,2.304418433647458,12.047303114999977
90.34,2.252766739651638,12.072715621000043
90.06,2.2503328924133172,12.182975353000074
91.82000000000001,2.4135809315857673,12.037875941000038
90.74,2.361777999729854,12.206629156999952
89.96,2.268091315887065,12.123161453999728
90.02,2.2886423539355603,11.97126302100014
90.22,2.358331248858213,12.158445545999712
90.18,2.369764146930522,12.192429421999805
91.56,2.567911806544597,11.990037563999977
90.2,2.3194683609389974,11.94181546000027
89.98,2.2851887597261507,12.041000132000136
89.75999999999999,2.251510542109656,11.985842822999984
90.64,2.273785186625097,12.112550654000188
90.3,2.4534016780500734,11.96254398300016
91.44,2.756976345771901,11.859416842999963
90.9,2.343253328493471,11.922847952999746
89.28,2.2448536905520973,11.85561193500007
90.96,2.375051261940225,11.977092219000042
90.0,2.4636038977234582,12.12169738700004
90.12,2.4842908780213837,11.835015185999964
89.64,2.2080319797465484,11.88927995899985
89.18,2.175833392579316,11.969463221000296
90.84,2.3321195907239534,11.81669464200013
91.47999999999999,2.4213322697432185,12.11278823099974
92.34,2.430959188492183,11.924821188999886
89.62,2.2655852111638617,11.773593662000167
90.22,2.3804843114066343,11.879834681000375
90.48,2.371005782916187,11.844603180999911
91.12,2.307618591398552,11.799877175999882
89.75999999999999,2.2300247639698245,11.883215281000048
89.98,2.3219645269812115,11.893526503999965
90.36,2.319572995458557,12.095804469000086
89.28,2.326451286581911,11.976469942999756
90.74,2.3329169928527675,11.853790936000223
90.38000000000001,2.2832296795966953,11.848885936999977
89.14,2.231278718024683,11.95249012000022
